10000 30000
4320 3425 538
71 1089 365
7024 5578 216
1280 2963 234
7248 6529 532
220 9739 829
3110 8057 467
7968 2377 920
333 2449 698
3665 3265 419
289 6954 551
6492 7043 137
7772 6 487
1372 2887 19
586 9716 755
6536 1437 325
760 4154 405
9561 8941 90
129 8848 862
4619 1692 544
6458 5816 587
5829 7189 945
7585 7775 833
2048 9198 549
5901 4650 859
1101 9546 919
9146 5134 890
4962 3431 348
2151 4616 177
6278 9166 762
730 6603 675
9917 4497 377
6215 2898 484
2075 6592 34
9092 6129 446
4055 5912 373
529 8665 558
7340 5919 47
1554 8404 650
6831 9342 588
7047 1835 35
8133 5478 183
7226 7959 208
7633 3872 934
1732 448 837
9450 9264 4
9302 818 192
1394 9146 948
3629 362 581
5460 4570 715
3643 6693 941
4396 6196 469
7558 647 391
9949 5826 102
9748 4731 51
9330 4712 713
9939 6548 75
9096 2639 336
4839 6549 532
5672 4055 531
5589 6935 609
7730 6014 692
1728 704 929
7935 4320 225
9931 8749 165
1122 5299 385
968 8303 917
2993 8710 750
602 4299 289
8954 3194 647
6685 5560 404
9052 6937 333
6239 3047 76
3644 3448 929
912 7464 231
5745 1963 419
3649 573 305
1560 5978 922
2917 4740 212
6231 8384 760
815 9349 560
5500 3307 663
1123 4220 476
9419 9095 941
7076 2744 520
656 2071 351
2644 641 563
1913 5381 174
4496 3765 935
1663 9467 495
7164 2774 511
4639 3346 987
8313 4126 280
4084 9573 344
9426 8321 864
601 6586 374
2888 1082 755
9735 2746 873
9246 9910 340
4549 2813 586
9214 3291 218
9216 1779 298
3562 2823 458
1883 8197 748
8469 5305 701
5903 2530 941
4911 8688 677
9460 7853 509
8674 7496 80
8324 6712 643
9135 949 422
4511 8687 457
7567 4893 557
7423 5229 471
6645 5505 120
1686 366 32
5891 8446 844
9740 4441 871
5864 5330 804
8080 139 754
6767 49 617
6355 5660 364
1249 2564 931
5024 7794 754
8022 9651 875
6369 9455 708
4816 3678 951
9874 848 257
1556 4602 473
8048 9219 553
8097 2935 672
7867 6629 109
5848 9675 673
8267 4039 470
1945 2082 8
8171 2930 617
480 3104 443
258 4382 373
9232 2387 63
1432 8415 883
244 502 705
4863 4541 897
3160 6624 257
9554 6670 332
18 4244 439
9173 5286 391
563 1897 144
4626 7481 878
5509 8913 618
5567 5509 33
6724 9429 816
2405 7301 885
8102 3989 569
997 2733 929
2877 8017 284
3756 2643 533
9726 4505 14
6424 2789 759
9314 5750 646
6615 3319 184
9285 948 496
6739 3584 661
8117 2998 756
131 2724 752
7410 6835 609
6551 9482 33
4261 7940 417
1446 907 519
6892 8774 191
7840 8787 833
7776 1677 572
5893 4676 681
7400 3394 24
4427 2690 588
3052 1459 422
7344 5979 683
8668 1224 252
637 8040 902
2882 2716 508
6469 39 259
3409 818 46
9831 222 88
8996 5819 548
2143 5845 49
1993 248 373
1227 9317 708
7884 5547 353
1973 5378 562
7521 5892 784
5400 1240 351
9801 4716 522
5919 6859 143
8215 2196 292
2445 3552 560
1762 2257 788
9447 6915 274
403 9757 177
5910 5730 926
5474 805 69
1505 3165 606
2132 3417 832
643 9216 834
7479 393 101
1836 3815 801
7945 4829 205
7181 4023 483
6756 5528 324
8588 7660 490
6476 3876 655
6869 3029 134
1865 2069 970
2424 1974 122
2230 1561 159
6253 5886 554
1782 9728 310
5794 6987 899
9815 4901 450
3721 517 584
5587 2587 174
8011 4561 297
9936 3201 808
8519 4763 829
4772 7001 736
2906 3081 46
5053 6420 945
6236 7224 503
2921 5155 439
2994 2025 698
8581 4612 873
6593 5525 522
2599 2525 726
6836 9048 646
4557 2998 691
7551 5023 181
8311 239 54
80 9073 64
3275 9719 589
5902 1663 372
4950 2281 561
3772 5383 586
6771 4917 495
1794 2971 399
7782 8252 884
9533 8336 314
5593 3481 41
1495 1496 355
3902 9256 798
673 4173 232
8820 3496 631
2248 3611 515
7748 2061 806
3341 1895 830
1188 9743 537
5659 801 805
6642 9621 107
1509 2575 603
5690 1176 352
5696 7058 315
8879 6751 28
7416 4291 923
4630 892 574
5469 3293 705
1443 4248 358
5194 6915 219
4504 7882 757
910 7685 914
2185 1453 665
3203 9027 957
4095 4279 939
8763 2817 996
4233 2462 712
6046 7311 422
4813 7465 593
5150 7381 723
6604 2690 260
1983 2629 463
5977 6674 263
5689 7259 432
9287 4606 463
5631 5200 104
4080 13 666
530 6348 131
4531 4749 238
4036 7648 621
2499 1317 122
9517 1750 944
8546 7046 649
1353 3558 635
9907 1633 798
7363 4744 987
1400 8744 124
4392 5748 598
7498 2243 910
7825 5387 911
9178 5298 123
5437 3283 921
3591 7114 908
4991 5859 992
6884 290 590
7629 6038 932
7891 3537 569
5802 5934 164
3700 111 805
7823 5642 545
8357 3659 195
8225 7251 849
9218 8594 315
9160 1831 174
5092 5812 816
1014 3703 207
1233 3732 744
8428 2828 135
5258 7537 567
421 2130 226
944 2699 536
6432 7479 620
2999 2738 800
7055 4324 338
5831 3626 434
6438 8096 575
2857 3773 513
2979 4194 113
5310 7997 596
846 5293 62
2818 1725 114
4724 1331 618
4302 4881 308
7709 9205 409
7279 5636 540
7404 4102 187
1598 4698 518
1241 7874 828
395 4151 844
942 1432 123
5203 8628 125
7191 7815 757
5991 6513 161
9104 3891 59
4087 1971 330
2366 302 901
5686 3613 415
2980 5045 821
3791 7266 471
7428 9168 728
7146 2227 884
5399 4593 365
4128 8008 19
4093 181 58
9138 1004 38
4103 3063 90
4024 9984 233
1236 6687 192
1493 2902 603
3720 5268 749
2674 5345 501
9208 5736 722
212 9232 212
4316 2296 654
8389 6088 239
8766 2424 262
3661 2752 958
5655 663 154
7275 2164 874
7914 4145 540
4580 5437 215
9316 9939 303
1741 6004 811
6908 763 121
2134 8038 51
5675 5953 215
17 913 713
2004 5493 364
4660 8722 801
5705 4390 830
1868 2483 769
6341 4237 773
7497 5645 377
9632 36 780
1659 5989 347
6253 1554 60
8819 709 622
664 6862 626
9386 693 638
814 9563 129
6940 5905 612
7634 699 822
5414 6683 819
5174 947 855
2228 4548 750
186 2972 90
7882 3101 135
2066 3890 797
2064 3688 916
5883 5454 615
6091 9568 299
2287 4742 993
2959 8489 293
6545 3931 762
5870 6419 301
5323 9721 183
7389 3611 980
2657 2027 387
2273 4262 427
4924 353 882
2269 2641 802
6914 9031 896
5129 1990 157
4243 4888 998
3544 7110 281
7079 8785 52
4412 6175 773
7799 8832 736
1226 7457 763
6460 8733 26
7355 5372 262
4269 4403 510
6346 3986 667
3322 9881 651
2408 2213 734
329 9463 593
5924 136 355
3538 7491 86
7049 8112 459
9068 215 862
8086 6561 960
7089 6451 946
9792 6125 394
7187 2096 276
3871 3836 629
7374 1011 309
4423 9123 120
9844 9338 335
4282 5899 295
1371 8703 242
1163 4828 636
3488 282 137
1400 7314 840
5493 6845 236
2180 3230 969
5475 7512 659
717 5235 911
2751 5146 706
6538 6623 888
1427 4220 212
3016 5055 467
6900 4036 979
7869 6216 365
881 1692 948
3758 467 812
8904 8790 799
1795 5413 39
1822 2319 251
9601 6540 7
1595 4017 617
8495 8054 596
2717 622 314
3598 2314 614
9742 7428 778
9852 7895 826
5108 6685 977
6903 8451 368
770 8978 77
3662 9452 679
1609 3470 648
105 7876 597
9174 8498 263
7165 7655 124
4593 834 218
7163 178 840
5532 3434 526
4503 8511 977
3482 9542 99
9286 3191 762
4140 2828 108
1403 8354 984
287 9048 483
4637 649 241
169 4083 959
1024 8946 288
4506 8489 740
145 8032 854
9253 2172 225
721 6494 406
4314 3968 991
6747 8605 110
1059 5126 111
6150 4140 699
7154 7013 439
9112 3741 407
1671 1036 718
4518 1028 791
8486 5138 457
8569 7795 557
4719 8287 667
8882 634 459
5290 6172 327
4287 1636 956
1358 3308 50
5501 7826 86
3959 6312 114
5516 6107 604
4484 4676 205
9151 5747 352
1610 3828 640
8715 2710 261
42 4352 247
4351 4992 419
658 2162 350
2262 7678 206
2820 8514 313
1172 7666 341
4164 5628 88
777 695 916
8025 738 979
3920 737 331
6462 1395 229
1668 10 391
5322 354 422
5296 6278 763
9673 3368 10
3026 1355 694
2093 1624 947
9840 5015 409
9032 4726 78
5849 258 680
9243 1580 263
9937 5402 910
7306 8428 72
7701 5375 779
9325 5137 224
215 6915 693
2300 4208 978
1687 8889 64
1945 9152 265
8309 5030 851
5733 2336 185
1737 2067 614
8802 2760 478
4369 2803 45
2408 1692 440
8556 4557 197
8679 3526 243
2177 1664 637
9650 1577 937
4207 7173 844
9524 6777 429
6891 2269 419
9178 3119 921
180 2071 467
3618 8607 352
496 3904 688
2784 3554 420
3628 4113 998
4473 1012 523
3997 7790 952
6411 3644 240
7337 2413 593
3870 837 591
7488 9444 943
3254 2753 336
3719 5276 100
1581 1922 732
9162 1637 952
9756 5856 597
8822 3415 105
2117 7255 356
1591 9853 100
5063 9459 856
88 4263 609
2010 9489 819
7525 1126 123
3633 6982 72
6528 2697 864
6295 3405 687
3551 9909 156
1494 9762 257
2910 9222 465
1425 8753 426
9876 2505 664
3753 9983 959
3251 9846 31
6141 15 290
6044 9925 446
4578 4014 55
2444 3382 963
8673 5887 799
2426 5871 110
9813 9189 493
9416 9035 55
3706 1528 665
1152 3925 681
208 7816 958
3080 969 997
6343 4344 259
4449 7960 8
9203 8587 659
7161 8795 852
6769 255 20
6395 2950 240
5755 796 936
8473 2201 657
1484 8058 765
5580 928 531
4783 5867 458
9454 9242 662
2576 9497 375
8971 8799 967
1078 9595 256
2080 7347 913
6905 5900 718
8390 310 836
8273 5890 682
5321 6844 731
3704 1935 779
9027 7086 825
6681 5347 457
380 8417 889
8834 6602 795
2211 8784 893
5013 8067 990
5069 6354 627
6905 6474 804
3207 6354 794
5840 3960 941
5135 599 830
321 3553 640
2533 2337 885
66 4318 875
1431 8737 996
5091 3780 500
4884 18 300
7711 7955 205
4309 8293 270
8269 1123 462
7452 1112 221
5301 519 229
8153 1962 201
1453 3199 333
7262 7306 10
3994 6237 361
8591 1458 482
9862 6584 950
4048 8180 314
5830 5758 536
1477 3653 189
2361 1620 223
6355 4209 229
2019 8013 298
8604 9965 161
2652 4497 475
4835 6607 12
7918 5248 536
8562 395 552
4909 6257 119
4914 8480 596
1709 5664 887
6963 9116 773
8124 4072 138
3076 1305 951
7911 7912 315
5448 5831 869
352 745 117
9472 2007 864
5730 6160 121
3257 1436 394
1926 2833 725
2382 5785 797
1599 7969 873
3782 6438 937
4026 264 289
5689 1658 673
3359 5403 368
7824 2439 201
5776 6760 870
9558 3199 807
8542 5656 97
3567 7697 8
1849 1174 19
2930 5588 560
7020 2478 927
6883 9491 831
7587 4292 162
5948 4211 170
5967 6060 868
2354 3972 394
8040 5744 294
3340 6939 194
3011 4683 218
5758 7367 173
5587 379 970
9085 6355 982
3380 4395 658
953 7589 754
7159 5806 245
5449 4166 209
8460 5201 891
9926 8398 416
5685 2118 880
5655 7705 941
9039 2758 37
4804 9795 392
251 392 81
6057 6759 241
7278 5693 506
5700 4634 319
8307 1975 757
7417 6367 797
6054 589 847
6447 6830 254
9558 6632 312
8677 9489 836
1138 5735 668
2479 4017 250
9930 6208 114
6297 407 190
9411 1503 157
3500 7049 98
9069 727 989
8319 3206 76
6889 7635 94
7297 3084 628
6708 4588 137
6153 6016 235
5222 3095 248
9326 1524 894
4124 4855 196
1196 4621 438
5784 2208 795
1026 7724 872
130 4151 279
2635 6520 186
8424 6966 209
6535 7801 253
894 8707 340
11 5730 287
319 8016 613
9395 7093 943
3662 21 716
7356 7256 530
5273 2721 424
7356 7686 163
5115 7059 54
5354 345 131
5671 4302 465
5686 4323 941
1679 445 216
4094 4341 992
5719 3414 144
3075 1101 307
2129 6216 690
9348 1104 855
2014 806 200
3100 5650 316
6289 1218 991
5661 4263 22
703 2744 943
6453 6951 512
3910 5151 212
5183 9444 170
5990 5760 536
9090 1410 852
1731 2628 843
5894 9544 865
5032 2260 521
9544 5066 232
8976 687 108
511 6483 631
9372 8295 243
2433 4845 5
7092 8719 118
2537 712 181
7603 6248 110
2931 3287 218
9794 9771 849
1005 9093 648
9212 9260 181
99 2116 900
5687 7656 699
888 7450 986
5257 6450 757
8998 7394 772
8400 3236 144
3964 2496 330
8289 4464 520
9296 8882 555
7764 3607 6
3451 1263 705
8596 5262 43
6330 6218 255
9567 9901 655
8415 2484 620
6948 9399 705
2182 7405 1
5789 4462 117
7505 7909 52
3858 9985 658
8806 5247 583
3061 1578 652
9560 9608 871
2908 2284 617
5090 6041 970
503 8657 231
4360 2918 635
7019 3128 104
1348 5915 602
3412 1602 769
8353 2791 162
3362 3426 579
5760 7972 940
4577 350 47
4342 8304 869
3667 5866 32
1961 6336 431
6283 7391 115
9645 7169 419
8629 9700 359
742 4024 22
1141 2686 287
7958 5519 889
7977 1385 495
7869 2322 926
9714 7652 152
6385 9521 150
4672 7015 960
5184 6256 646
2399 3367 262
7918 5862 220
7789 5488 303
3861 8118 729
641 3815 11
5679 9951 840
1936 3214 376
1655 786 775
7518 6336 693
1659 8176 349
8098 4952 193
2110 6306 676
1253 6947 459
6269 900 626
8301 851 466
7556 6016 589
755 2230 114
470 1835 956
6740 9087 42
1393 6291 860
616 1394 982
6554 1137 860
184 3065 641
374 4614 415
7789 5085 303
8177 930 183
6634 7829 44
7250 9223 482
4463 5334 175
6447 8241 994
8425 2901 89
5600 3418 192
1996 2988 621
799 3244 195
4204 7254 829
5891 9600 894
3084 5783 132
8621 9750 985
598 6676 73
3262 6976 315
457 7776 74
4286 2757 318
1718 6961 397
9204 252 964
3336 6793 336
5673 1766 894
1285 4192 996
4314 5507 946
240 1849 942
7985 2945 919
1382 4663 804
8639 1990 117
4001 6902 658
5286 1094 252
2953 7137 600
3860 1294 895
1845 4239 213
3228 5255 17
1614 6235 134
253 4577 808
2582 2968 819
3821 7016 328
7882 422 664
1888 9464 268
5598 7110 495
3759 3716 82
301 1231 660
5629 5451 693
9508 9272 756
524 8340 124
527 6222 38
8176 9669 460
1084 4391 416
4843 8107 346
9421 404 6
1635 5777 74
2711 9361 56
1051 9399 440
9647 5292 319
6217 612 263
7412 8719 874
9259 7110 232
548 4331 667
9611 3693 583
3092 6046 663
9304 1893 641
4597 509 288
2614 5402 421
9199 8587 149
5515 7847 624
3961 7866 86
8293 5450 986
177 2613 338
6224 3254 430
4469 9894 735
1330 1668 332
7065 2066 502
5358 3868 833
48 4045 431
6621 8002 479
7443 7897 566
8773 5917 250
1844 5575 752
8936 9606 36
3474 6046 646
3872 4442 695
2445 7092 845
9482 1492 694
6611 1220 303
5112 4314 481
1615 214 417
5903 3260 729
5871 4517 669
351 772 761
7539 2217 640
1853 5986 325
7525 5502 396
6231 7933 91
8883 6335 654
6007 976 874
8312 6865 528
1053 4555 272
8618 3687 918
648 7778 421
8184 4703 4
7390 7761 419
4259 7413 427
9997 3605 834
4967 3644 456
5615 7774 229
7931 2419 585
3453 3030 589
3639 507 2
8124 9597 40
6441 2117 946
85 1698 913
4212 2284 528
3467 7232 724
3778 4419 457
9367 5893 831
6309 5699 250
9703 7462 281
9593 2948 539
7644 5828 769
3512 2362 981
4284 6676 579
3651 8921 410
9960 4620 12
624 311 293
5570 1601 433
902 7547 909
8653 1471 857
385 5619 590
7795 5623 980
5583 8874 160
8811 2232 559
4002 9270 736
1825 9212 389
3200 8729 160
6889 6338 453
8898 8216 694
7879 3399 489
9143 774 298
7954 9358 362
4764 969 308
7964 6050 777
9291 8223 770
4338 3473 449
8623 7962 666
8374 3612 545
4859 7425 40
6191 9617 6
2266 5817 5
4150 7587 377
8725 8388 21
8550 1054 359
2864 7951 982
6477 3991 357
7804 689 209
1199 7186 420
531 3293 700
6261 7443 721
6993 7423 660
1327 288 455
7273 3792 36
8854 5839 666
9378 2330 405
4053 5235 610
6722 7733 346
640 9449 438
3743 1695 195
3887 3362 468
5675 6042 674
6535 6855 262
2231 8487 994
9426 8582 682
2469 7092 246
2196 436 921
8395 7162 111
1282 4017 373
4718 539 276
3209 1183 82
5895 9450 587
830 3180 245
3299 6624 844
1847 7061 765
9500 3172 118
6662 2898 513
679 194 147
5398 7085 424
6590 9950 139
1797 2279 244
2267 1779 462
8441 3237 132
5472 3431 279
6868 9194 222
3515 868 406
6310 1768 217
7555 3604 519
1785 7362 332
4052 9141 548
5184 3934 535
2981 6775 464
290 7934 387
4245 4334 860
8152 4290 379
6484 4279 383
5117 117 466
5652 1653 321
2459 3055 255
7341 6003 749
337 8693 938
980 5076 90
1611 6542 926
7675 1722 496
4144 6043 965
5798 650 970
267 1015 746
2015 1448 782
9357 7451 342
3647 4141 304
9738 1473 997
5016 3084 425
8864 7111 967
7830 1256 689
1898 25 84
680 8986 749
1921 1001 463
6710 2067 616
358 2560 920
4033 2046 448
6013 329 469
8054 4511 580
3311 1594 138
5209 7972 872
6958 7789 890
4311 6052 163
4471 5051 22
7031 9672 380
7416 1718 828
5973 7818 731
3953 9499 137
6825 7599 925
7018 894 235
7842 5945 568
4873 5618 300
8642 3688 128
5879 1420 773
8185 1082 697
7213 390 9
1827 8505 521
5198 9399 419
3040 1696 340
5139 5127 640
8836 5036 696
4892 9573 631
4901 3610 66
7175 3600 187
5355 2105 60
553 7856 480
9945 9552 820
9822 6926 460
4228 149 53
859 1394 89
6295 6625 925
3800 5383 835
9155 3840 895
6005 7600 375
7171 3293 568
4097 1825 742
9592 3264 55
4892 8252 598
6300 3603 952
7424 9609 310
7873 7786 972
376 3839 379
9968 3455 583
8159 4322 534
2382 6245 895
1984 963 634
7308 5188 533
6687 5564 671
1884 3318 622
8970 5638 508
8020 1803 866
5007 1456 5
6990 8187 293
8875 1847 795
5010 7919 547
567 7137 681
2370 1494 53
179 5592 412
4586 6335 706
3462 8182 686
6770 930 22
4850 947 707
7893 5957 656
2926 2877 927
2331 5247 416
6744 5426 910
5802 3023 854
7609 4337 692
2870 2382 378
170 7390 53
4576 5356 317
6907 604 733
3 2382 996
5805 5405 850
2498 3015 500
9228 438 189
6656 2426 709
5390 3479 872
2964 1834 42
2968 568 532
6424 3204 974
3537 2002 485
4428 9359 193
9388 2274 583
5445 3504 519
8410 1690 55
1378 2259 587
6503 4585 321
9926 3333 479
1818 7220 57
4305 3765 60
6930 3722 488
1160 704 202
739 4474 493
4311 8534 663
9755 4194 375
1482 4897 151
5473 7241 51
7315 548 755
949 9104 358
8465 7348 689
8192 4333 429
4315 440 206
5279 1591 752
6528 3995 234
2929 9395 770
8386 758 280
4669 1137 321
3134 8485 321
1994 9611 102
1203 8294 625
1550 2705 154
9519 7713 891
8396 5396 133
7791 7676 415
8549 7997 153
4524 3773 822
3695 7433 987
3307 9494 982
6846 8093 862
2717 5807 303
5231 4357 113
250 1839 806
1457 6161 721
1120 4938 303
7350 4641 938
653 3711 31
7442 1176 838
6998 81 393
7707 239 624
4238 84 204
7157 5830 78
1574 3639 905
588 5090 66
971 92 938
7643 3625 737
1262 1018 79
4902 4436 163
7340 9516 813
6839 1805 431
4243 3874 168
7499 1999 238
545 5834 317
5447 270 421
5597 8340 996
752 737 634
6415 4429 356
1776 6860 873
3582 1380 64
3808 9345 308
7659 7696 546
590 6161 216
1135 1995 474
2935 8618 895
1319 1263 931
5692 1499 86
1563 5796 553
2338 4205 933
6164 1693 840
1244 4263 187
3454 9129 418
2869 7140 726
7270 1066 92
9253 6479 963
9494 5738 411
5545 6660 880
6850 4356 606
6071 1497 237
1164 946 153
7378 7658 700
2283 1280 926
2890 1009 992
5539 1027 259
6710 6245 985
1202 2665 874
9078 6959 239
6532 7448 968
1827 8086 884
9022 1070 360
6979 8624 784
7218 1106 801
7161 6536 811
4857 9091 991
2978 3260 80
6638 2104 627
8524 2622 511
6025 6500 50
1399 3922 448
8378 2546 233
1949 5 386
9110 6541 197
1454 1398 320
728 9023 534
7366 7479 513
9033 1442 24
5058 4295 117
6457 4569 566
4836 7116 151
6785 7121 537
2247 14 87
7765 522 701
3376 7830 493
4545 5401 197
6811 638 662
5208 731 269
8676 3269 457
5797 7708 594
2467 6247 163
9470 9706 928
4015 1460 163
8030 8271 507
3962 7892 145
4694 2349 353
4315 6295 29
2489 8694 23
5088 4974 490
1058 135 183
1555 4098 876
7261 8792 121
1821 1482 822
2324 8399 867
2507 2674 841
8589 1028 280
327 173 667
6081 778 570
6007 7536 216
6439 1269 480
1479 1427 772
3321 3934 130
137 6427 156
4025 3093 306
1613 6173 786
4057 6704 213
8806 1300 427
1814 2542 105
7446 6991 988
9972 6205 601
502 1589 249
5319 5296 281
6665 6854 217
1649 3085 654
5790 2534 269
7604 5076 33
8847 484 944
4096 986 77
7698 7837 18
904 1441 355
9255 7293 361
9002 4903 794
8977 8176 946
5514 4292 73
1134 982 827
5324 4337 525
973 1575 429
8266 5370 289
4445 550 687
9348 314 689
8005 9832 479
2533 5458 808
7085 5586 48
4011 8672 367
3344 3294 712
8752 8233 229
8503 4294 277
1940 9880 812
9714 2247 22
9001 1946 539
3044 1513 292
2126 5524 766
5249 5236 439
2359 779 777
5654 1131 473
9261 6363 703
6243 9519 201
196 4815 916
3240 6328 451
6925 1612 218
4408 9315 332
124 9999 91
6015 6174 839
8884 7981 278
3699 3433 826
651 8136 380
798 781 937
8077 1909 655
1323 6622 573
1108 3040 875
2771 2631 607
9921 3413 275
1879 2698 684
7590 1190 436
5321 5763 697
9055 1206 488
8881 4907 231
5476 1611 459
7872 2520 871
9751 1570 829
9160 3781 539
5896 3454 834
1304 1012 322
9894 5217 535
4993 6024 883
7325 3134 559
217 3609 533
7403 9505 909
7036 9697 715
8605 2043 621
104 5193 122
6742 1809 467
9877 6342 245
1151 9779 25
2798 3049 555
2495 4022 20
3476 5881 626
218 7690 488
95 384 85
8533 2686 110
5072 1122 414
93 9969 785
8208 6167 159
1684 2048 387
9382 2231 254
2068 2645 616
6744 1381 56
9518 1926 866
1997 5048 678
168 3256 421
9556 1292 588
4906 5871 546
2709 7099 332
5805 4833 357
3802 9633 671
2163 6773 218
4062 7098 657
3123 549 642
8951 6086 351
9514 8467 9
6365 4001 124
6449 7678 205
4964 803 966
8801 3249 624
3310 3557 798
8212 8374 533
9499 9751 438
1718 5543 177
1011 5434 131
3711 7530 323
1034 7401 268
3825 4440 503
5719 9437 354
2691 7439 649
5755 6628 943
382 927 141
3184 9628 318
1906 4173 515
3673 5351 813
2804 1963 242
2287 3742 258
5849 6678 230
2050 1395 343
2599 932 252
7054 3279 838
2405 5521 863
6667 1976 720
8868 5007 590
8419 8178 563
9358 3392 577
1140 5103 408
477 147 360
6145 867 979
7759 6765 904
1889 4688 707
667 1646 649
7166 9625 695
8034 6881 193
6782 6300 969
3547 6007 481
7481 9254 843
5616 5019 423
2802 8284 700
8779 5829 886
5661 7798 272
2520 1667 817
5215 7828 353
58 1823 69
5941 9305 674
356 8080 280
5375 6132 896
9580 2249 854
8452 3916 816
9805 9131 286
3900 1482 114
1838 9027 181
3565 5159 429
8529 6364 482
8130 9807 688
9912 7170 674
9492 9419 321
7945 9688 490
713 7532 102
2195 8479 581
386 7506 114
3951 9018 544
8833 1734 26
3315 1541 714
3227 8711 741
9071 4483 414
7471 9342 904
3152 55 275
5770 1773 159
1836 1440 249
4667 6854 577
91 1337 992
3459 5508 248
1258 9067 930
3509 4706 168
234 9916 204
2070 7708 969
1000 2376 111
